session_id,item_id,date
422,22035,2021-04-08 17:49:55.559
428,10935,2020-11-02 00:04:39.557
428,14376,2020-11-02 00:09:28.888
428,21514,2020-11-02 00:03:53.431
428,26282,2020-11-02 00:00:42.962
428,1720,2020-11-02 00:04:13.47
428,7176,2020-11-02 00:00:17.405
428,23542,2020-11-02 00:03:04.38
428,7014,2020-11-02 00:00:01.63
428,11061,2020-11-02 00:03:45.402
428,23313,2020-11-02 00:02:14.483
429,7963,2021-03-26 18:19:29.196
429,27442,2021-03-26 18:19:58.023
429,25885,2021-03-26 18:20:12.495
429,54,2021-03-26 18:20:05.282
431,5243,2020-06-22 13:21:30.322
443,17196,2020-09-01 16:48:50.106
443,10757,2020-09-01 16:25:56.70
443,26724,2020-09-01 16:29:05.202
443,24362,2020-09-01 17:19:49.248
443,2507,2020-09-01 17:08:25.323
443,13269,2020-09-01 17:18:13.314
443,1797,2020-09-01 17:20:13.22
443,8005,2020-09-01 16:31:33.941
443,17196,2020-09-01 16:35:52.695
443,14394,2020-09-01 17:08:13.824
443,7938,2020-09-01 17:12:17.525
443,1097,2020-09-01 17:13:21.919
443,9215,2020-09-01 16:30:01.664
443,14558,2020-09-01 16:25:09.763
443,8031,2020-09-01 17:22:36.032
443,9215,2020-09-01 16:49:28.605
443,9905,2020-09-01 16:44:32.982
443,13709,2020-09-01 17:16:49.576
443,8861,2020-09-01 17:17:30.202
443,25581,2020-09-01 16:30:46.686
443,27555,2020-09-01 16:34:44.814
449,23583,2020-07-26 14:08:05.116
449,7663,2020-07-26 14:07:16.421
449,4160,2020-07-26 14:03:05.043
449,1094,2020-07-26 14:04:01.178
449,1225,2020-07-26 14:07:58.585
449,10158,2020-07-26 14:05:36.335
449,1076,2020-07-26 14:06:29.189
449,25283,2020-07-26 14:04:36.329
449,5241,2020-07-26 14:08:45.229
449,1225,2020-07-26 14:07:50.288
449,13539,2020-07-26 14:02:25.74
450,13081,2020-01-09 13:47:49.16
450,5366,2020-01-09 09:16:09.553
450,18242,2020-01-09 09:15:31.891
453,11386,2020-08-29 22:34:59.928
453,12516,2020-08-29 22:27:52.184
453,13158,2020-08-29 22:32:14.544
453,12540,2020-08-29 22:39:56.48
453,18816,2020-08-29 22:32:46.909
453,283,2020-08-29 22:31:33.261
453,21798,2020-08-29 22:34:00.053
453,3791,2020-08-29 22:37:40.872
453,13409,2020-08-29 22:26:27.399
453,23972,2020-08-29 22:33:14.847
453,19529,2020-08-29 22:43:04.32
453,19974,2020-08-29 22:32:29.47
454,10390,2020-09-16 17:00:18.902
457,17826,2021-02-12 00:27:14.024
457,9774,2021-02-12 00:30:28.338
457,13429,2021-02-12 00:33:39.961
457,21716,2021-02-12 00:29:27.798
457,12597,2021-02-12 00:28:13.58
459,27518,2020-04-04 12:06:34.821
459,7558,2020-04-04 12:04:24.059
459,7558,2020-04-04 12:05:07.401
459,28117,2020-04-04 14:17:05.975
459,7558,2020-04-04 12:04:54.126
459,9052,2020-04-04 12:06:00.253
459,8802,2020-04-04 12:05:37.674
461,6372,2020-04-12 14:10:32.515
464,7607,2020-06-04 10:15:04.979
467,25809,2020-12-01 20:52:37.321
467,2383,2020-12-01 20:46:38.756
475,3244,2020-11-30 12:13:20.708
475,14826,2020-11-30 12:11:25.995
475,923,2020-11-30 12:12:52.367
475,20976,2020-11-30 12:09:34.49
475,20976,2020-11-30 11:36:52.955
475,20976,2020-11-30 12:09:12.123
475,11154,2020-11-30 12:12:17.155
475,22705,2020-11-30 11:38:54.228
475,26422,2020-11-30 12:11:58.035
475,16127,2020-11-30 12:14:17.254
477,15200,2020-05-27 07:07:54.222
477,20178,2020-05-27 07:08:21.164
477,20455,2020-05-27 07:07:00.353
480,16377,2021-04-04 11:39:11.063
480,2915,2021-04-04 11:32:38.834
480,7548,2021-04-04 11:36:38.99
482,23241,2020-08-22 20:37:01.559
482,6386,2020-08-22 20:36:32.675
482,6386,2020-08-22 20:36:46.74
482,10916,2020-08-22 20:37:00.372
482,11421,2020-08-22 20:37:22.483
486,15373,2020-05-09 19:36:15.018
487,14473,2020-08-29 17:04:01.096
487,1328,2020-08-29 17:03:51.327
487,26044,2020-08-29 16:43:56.404
487,9442,2020-08-29 17:03:44.448
493,6978,2020-12-12 15:54:00.877
493,27225,2020-12-12 15:51:38.224
493,1441,2020-12-12 15:55:18.749
493,23427,2020-12-12 15:53:38.75
494,14680,2021-01-18 12:16:32.293
496,6636,2021-04-02 14:31:53.551
496,23462,2021-04-02 14:29:26.664
496,17239,2021-04-02 14:33:51.602
496,5880,2021-04-02 14:29:53.463
496,10892,2021-04-02 14:30:46.071
496,21197,2021-04-02 14:33:00.066
496,26180,2021-04-02 14:36:00.733
499,4210,2020-08-08 14:01:06.266
499,13617,2020-08-08 14:03:39.43
499,16195,2020-08-08 13:59:50.818
499,14454,2020-08-08 14:00:45.235
499,13617,2020-08-08 14:05:43.343
499,13124,2020-08-08 14:04:13.571
499,2570,2020-08-08 14:04:38.747
507,8180,2020-05-16 13:03:36.204
508,17044,2020-12-24 21:31:11.384
508,11691,2020-12-24 21:36:07.942
509,13988,2020-10-23 19:21:59.312
509,2512,2020-10-23 19:19:28.442
509,1475,2020-10-23 19:18:12.635
509,3050,2020-10-23 19:20:05.664
509,19681,2020-10-23 19:21:01.581
509,8408,2020-10-23 19:31:26.762
509,8545,2020-10-23 19:25:01.324
509,20183,2020-10-23 19:22:21.846
509,27206,2020-10-23 19:18:27.525
509,27474,2020-10-23 19:25:58.779
509,10296,2020-10-23 19:28:44.669
509,11416,2020-10-23 19:20:35.45
509,21883,2020-10-23 19:18:51.803
509,4949,2020-10-23 19:29:17.823
509,8408,2020-10-23 19:31:38.238
509,21386,2020-10-23 19:27:03.681
509,16038,2020-10-23 19:27:45.855
509,21029,2020-10-23 19:17:39.537
512,2366,2020-05-27 09:18:52.819
512,14360,2020-05-27 09:07:34.046
512,3382,2020-05-27 09:06:52.666
512,10531,2020-05-27 09:20:46.747
512,18765,2020-05-27 09:08:45.663
512,2273,2020-05-27 09:09:10.969
512,4612,2020-05-27 09:22:30.548
512,4061,2020-05-27 09:09:47.441
512,5243,2020-05-27 09:21:22.873
512,26283,2020-05-27 09:06:26.176
512,9699,2020-05-27 09:18:24.251
512,9106,2020-05-27 09:20:00.887
512,19866,2020-05-27 09:10:36.212
512,10017,2020-05-27 09:16:44.116
523,27842,2020-08-10 19:23:11.685
526,11998,2021-05-28 08:31:13.756
526,26085,2021-05-28 08:29:41.53
526,2237,2021-05-28 08:33:58.36
526,1515,2021-05-28 08:28:29.245
527,11538,2020-09-01 11:17:57.242
527,4951,2020-09-01 10:59:51.384
527,5728,2020-09-01 11:03:24.305
527,15944,2020-09-01 10:57:43.739
527,3327,2020-09-01 10:56:21.311
527,13960,2020-09-01 11:01:55.844
534,20252,2020-09-26 21:41:17.948
534,26838,2020-09-26 21:45:25.635
534,17186,2020-09-26 21:44:20.713
534,13571,2020-09-26 21:42:22.977
534,24275,2020-09-26 21:40:28.582
534,24275,2020-09-26 21:50:32.751
540,23318,2020-06-08 07:52:44.475
540,4618,2020-06-08 07:30:25.12
540,26195,2020-06-08 07:30:59.472
540,5769,2020-06-08 07:31:35.46
540,15667,2020-06-08 07:31:25.216
540,8356,2020-06-08 07:51:21.076
540,15942,2020-06-08 07:54:19.645
540,24760,2020-06-08 07:55:12.31
544,26237,2021-04-21 17:12:18.967
544,13636,2021-04-21 17:50:58.228
553,24921,2020-07-02 13:31:21.943
553,9522,2020-07-02 13:30:47.333
553,16660,2020-07-02 13:35:35.764
556,25747,2020-05-23 11:26:19.769
556,14259,2020-05-23 11:23:11.696
556,4061,2020-05-23 11:25:20.273
556,13057,2020-05-23 11:28:20.035
556,7462,2020-05-23 11:26:36.748
556,22867,2020-05-23 11:25:59.329
556,8073,2020-05-23 11:27:04.142
556,2273,2020-05-23 11:24:28.981
561,18736,2020-04-27 11:53:47.722
564,2845,2021-03-30 06:52:54.406
574,3741,2020-07-30 18:14:40.366
579,18560,2021-05-14 19:49:03.745
579,19143,2021-05-14 19:32:58.021
579,8772,2021-05-14 19:50:00.031
579,17218,2021-05-14 19:47:02.565
579,167,2021-05-14 19:52:47.244
592,1780,2021-03-19 08:59:06.454
592,15170,2021-03-19 08:50:22.983
599,12040,2021-03-14 17:50:25.917
599,7635,2021-03-14 17:50:53.821
601,14927,2020-11-27 23:01:54.046
603,21024,2020-07-01 18:47:32.463
606,6221,2020-07-03 03:46:38.996
609,6332,2020-03-08 13:39:53.063
609,9052,2020-03-08 13:34:30.196
609,7334,2020-03-08 13:38:54.164
631,3880,2020-12-06 02:00:48.855
631,3880,2020-12-06 20:35:14.022
632,7522,2020-08-10 11:59:28.275
632,7522,2020-08-10 11:59:08.437
633,27187,2020-12-18 16:51:04.753
633,26718,2020-12-18 16:49:55.388
633,22886,2020-12-18 16:51:30.354
633,22886,2020-12-18 16:52:05.474
642,15200,2020-07-24 20:00:50.59
642,16005,2020-07-24 20:02:05.876
642,16005,2020-07-24 22:42:32.198
642,16005,2020-07-24 19:57:24.508
642,19522,2020-07-24 19:59:49.919
642,18733,2020-07-24 22:44:41.977
642,21906,2020-07-24 22:44:19.488
642,19522,2020-07-24 19:58:32.777
642,10982,2020-07-24 19:57:57.899
642,10982,2020-07-24 19:56:55.361
642,19522,2020-07-24 19:59:14.44
647,15794,2021-04-13 08:46:54.418
654,19544,2021-03-08 18:46:19.302
656,5642,2020-11-29 18:39:39.228
661,26394,2020-08-15 21:12:21.937
661,26853,2020-08-15 21:12:28.209
661,26394,2020-08-15 21:12:02.249
661,26394,2020-08-15 21:09:53.56
661,26853,2020-08-15 21:12:36.299
661,26853,2020-08-15 21:09:43.118
671,7066,2020-09-22 13:21:14.54
677,4528,2020-09-27 23:19:57.238
681,26565,2021-04-12 03:01:29.996
681,3771,2021-04-12 03:02:51.362
681,21215,2021-04-12 03:00:25.977
685,27613,2020-07-16 21:12:17.431
685,7884,2020-07-16 21:07:16.296
685,18230,2020-07-16 21:11:43.811
685,7179,2020-07-16 21:10:44.607
685,11763,2020-07-16 21:11:05.047
685,12467,2020-07-16 21:51:29.228
685,7884,2020-07-16 21:52:27.063
685,14308,2020-07-16 21:12:00.804
685,11053,2020-07-16 21:09:06.722
685,18671,2020-07-16 21:09:57.616
685,16064,2020-07-16 21:51:50.862
685,7884,2020-07-16 21:08:16.25
685,23570,2020-07-16 21:10:17.054
685,7884,2020-07-16 21:11:24.883
687,11080,2020-06-21 07:06:52.907
687,16675,2020-06-21 07:07:23.206
687,20508,2020-06-21 06:51:41.419
688,6891,2020-06-23 13:54:41.076
688,9391,2020-06-23 13:56:15.305
688,729,2020-06-23 13:53:12.309
688,3580,2020-06-23 13:54:10.274
691,2472,2021-04-05 11:25:41.82
696,22090,2020-03-18 08:39:55.561
696,24687,2020-03-18 08:40:22.79
697,7474,2020-09-15 20:33:14.624
697,705,2020-09-15 20:47:56.245
697,1660,2020-09-15 20:32:05.279
712,3639,2020-04-18 00:14:11.028
712,13226,2020-04-18 00:15:11.722
712,20770,2020-04-18 00:15:48.224
717,3978,2020-06-16 09:44:39.901
720,21890,2021-04-13 10:12:15.907
720,21890,2021-04-13 11:10:34.862
720,21890,2021-04-13 10:12:21.443
720,21890,2021-04-13 16:51:19.243
722,6673,2020-01-05 14:04:16.49
722,6673,2020-01-05 14:04:02.89
722,6673,2020-01-05 14:03:12.858
722,6595,2020-01-05 14:03:34.856
722,6673,2020-01-05 14:03:56.24
722,21043,2020-01-05 14:02:42.162
730,27391,2021-01-02 17:08:02.884
746,12619,2020-07-05 11:42:09.411
746,19745,2020-07-05 11:42:43.727
746,12619,2020-07-05 11:23:24.681
746,12619,2020-07-05 11:20:15.484
746,8591,2020-07-05 12:23:07.147
755,16657,2020-04-11 15:52:36.518
755,10511,2020-04-11 15:52:03.891
756,21447,2020-05-02 06:21:32.205
762,24349,2020-09-10 19:06:50.186
767,7360,2020-01-11 09:21:39.681
778,14058,2020-07-16 19:56:02.232
778,19745,2020-07-16 19:56:45.922
781,6500,2020-03-31 09:10:48.411
781,4135,2020-03-31 09:14:27.141
781,2809,2020-03-31 09:13:22.006
781,4206,2020-03-31 09:13:12.137
781,23694,2020-03-31 09:08:50.612
782,27882,2021-05-14 15:20:53.244
795,27882,2021-05-18 13:14:32.982
795,5226,2021-05-18 13:16:37.286
799,26067,2020-11-14 19:31:47.989
802,5496,2020-12-27 10:34:09.01
802,14920,2020-12-27 10:34:17.764
802,27576,2020-12-27 10:34:46.893
802,8843,2020-12-27 10:30:54.243
802,18700,2020-12-27 10:35:50.313
802,18047,2020-12-27 10:36:27.892
806,24139,2020-01-03 01:31:45.704
808,8425,2021-03-01 23:47:34.384
808,6611,2021-03-01 23:31:42.145
808,21763,2021-03-01 23:46:03.857
808,13095,2021-03-01 23:32:58.272
808,2652,2021-03-01 23:39:41.208
808,9683,2021-03-01 23:42:04.194
808,3425,2021-03-01 23:42:41.303
808,24708,2021-03-01 23:34:22.05
808,8908,2021-03-01 23:38:43.511
808,22011,2021-03-01 23:45:57.662
808,1148,2021-03-01 23:37:14.282
808,13310,2021-03-01 23:43:27.851
808,26836,2021-03-01 23:40:12.678
808,21185,2021-03-01 23:39:09.74
808,27409,2021-03-01 23:40:25.092
808,16640,2021-03-01 23:44:04.864
808,2113,2021-03-01 23:32:29.185
808,10851,2021-03-01 23:32:14.725
808,8807,2021-03-01 23:41:33.211
808,25390,2021-03-01 23:36:17.884
808,21000,2021-03-01 23:45:35.405
808,27410,2021-03-01 23:30:24.078
808,3244,2021-03-01 23:35:15.618
808,24631,2021-03-01 23:38:58.379
808,12856,2021-03-01 23:49:17.21
808,14314,2021-03-01 23:45:17.332
808,25072,2021-03-01 23:48:24.362
808,3610,2021-03-01 23:28:44.729
808,19909,2021-03-01 23:33:15.681
808,4196,2021-03-01 23:44:53.092
808,6736,2021-03-01 23:41:50.625
809,25598,2021-05-26 20:30:39.825
811,2683,2020-11-29 14:57:25.438
811,23450,2020-11-29 14:56:05.552
811,11822,2020-11-29 14:58:31.326
811,10937,2020-11-29 14:59:33.802
811,23450,2020-11-29 14:57:56.794
811,2683,2020-11-29 14:57:21.762
811,2683,2020-11-29 14:56:20.95
811,23450,2020-11-29 14:59:01.053
811,2683,2020-11-29 14:55:45.654
813,15565,2021-02-15 19:59:08.435
813,13393,2021-02-15 20:00:05.605
815,14507,2020-03-30 16:04:04.678
817,12893,2020-09-25 06:52:14.374
817,6038,2020-09-25 08:55:37.034
817,27856,2020-09-25 08:54:15.27
817,3413,2020-09-25 08:55:44.455
817,20252,2020-09-25 08:55:26.568
824,6736,2021-02-14 16:28:16.026
829,8569,2020-11-28 13:29:26.825
832,19662,2020-08-07 12:19:01.605
832,5144,2020-08-07 12:15:56.945
832,9467,2020-08-07 12:14:45.709
832,16005,2020-08-07 09:31:20.354
832,16005,2020-08-07 09:30:34.989
832,8669,2020-08-07 12:18:02.808
832,16953,2020-08-07 09:36:48.423
832,23926,2020-08-07 12:16:31.155
832,16953,2020-08-07 09:25:53.575
832,19522,2020-08-07 09:31:59.383
832,5144,2020-08-07 12:15:24.023
832,10790,2020-08-07 09:36:24.741
832,3580,2020-08-07 12:17:26.727
832,4074,2020-08-07 09:29:51.164
837,1818,2021-03-01 19:36:42.018
837,11859,2021-03-01 19:14:51.419
837,20523,2021-03-01 19:15:38.329
837,19912,2021-03-01 19:37:02.95
837,14784,2021-03-01 19:12:52.786
837,5298,2021-03-01 19:17:08.312
837,2780,2021-03-01 19:38:27.924
837,2646,2021-03-01 19:35:07.225
837,22279,2021-03-01 19:15:12.246
837,7465,2021-03-01 19:43:46.582
837,16796,2021-03-01 19:29:25.089
842,8807,2020-12-09 18:48:25.45
842,18392,2020-12-09 18:56:47.248
842,9658,2020-12-09 18:57:19.103
842,22223,2020-12-09 18:58:21.966
842,22637,2020-12-09 18:41:28.594
